,id_x,release_date_x,movie,production_budget,domestic_gross,worldwide_gross,date_x,year,t1,t2,score,Unnamed: 0,genre_ids,id_y,original_language,original_title,popularity,release_date_y,title,vote_average,vote_count,date_y
77,53,"Nov 4, 2011",A Very Harold & Kumar 3D Christmas,"$20,000,000","$35,061,031","$36,265,745",2011-11-04,2011,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar Christmas,0.08823529411764706,2627,[35],55465,en,A Very Harold & Kumar Christmas,10.123,2011-11-04,A Very Harold & Kumar Christmas,6.0,496,2011-11-04
78,57,"Sep 19, 2014",This is Where I Leave You,"$20,000,000","$34,296,320","$41,296,320",2014-09-19,2014,This is Where I Leave You,This Is Where I Leave You,0.04,11191,"[18, 35]",239678,en,This Is Where I Leave You,9.681000000000001,2014-09-19,This Is Where I Leave You,6.6,695,2014-09-19
79,61,"Apr 12, 2013",Scary Movie V,"$20,000,000","$32,015,787","$78,613,981",2013-04-12,2013,Scary Movie V,Scary Movie 5,0.07692307692307693,7913,[35],4258,en,Scary Movie 5,16.316,2013-04-12,Scary Movie 5,4.7,1494,2013-04-12
80,80,"Sep 17, 2010",Alpha and Omega 3D,"$20,000,000","$25,107,267","$48,958,353",2010-09-17,2010,Alpha and Omega 3D,Alpha and Omega,0.16666666666666666,234,"[16, 10751, 35, 12, 10749]",12819,en,Alpha and Omega,8.107999999999999,2010-09-17,Alpha and Omega,5.4,227,2010-09-17
81,7,"Mar 31, 2017",The Zookeeperâs Wife,"$20,000,000","$17,445,186","$26,308,749",2017-03-31,2017,The Zookeeperâs Wife,The Zookeeper's Wife,0.13636363636363635,20781,"[18, 36]",289222,en,The Zookeeper's Wife,11.645,2017-03-31,The Zookeeper's Wife,7.4,726,2017-03-31
82,52,"Apr 29, 2016",Ratchet and Clank,"$20,000,000","$8,813,410","$14,365,639",2016-04-29,2016,Ratchet and Clank,Ratchet & Clank,0.17647058823529413,17683,"[28, 12, 16, 10751]",234004,en,Ratchet & Clank,8.439,2016-04-29,Ratchet & Clank,5.5,332,2016-04-29
83,85,"Nov 13, 2015",My All-American,"$20,000,000","$2,246,000","$2,246,000",2015-11-13,2015,My All-American,My All American,0.06666666666666667,14707,[18],334531,en,My All American,5.752999999999999,2015-11-13,My All American,7.1,63,2015-11-13
84,85,"Nov 13, 2015",My All-American,"$20,000,000","$2,246,000","$2,246,000",2015-11-13,2015,My All-American,My All American,0.06666666666666667,17977,[18],334531,en,My All American,5.752999999999999,2015-11-13,My All American,7.1,63,2015-11-13
85,91,"Aug 29, 2012",The Oogieloves in the BIG Balloon Adventure,"$20,000,000","$1,065,907","$1,065,907",2012-08-29,2012,The Oogieloves in the BIG Balloon Adventure,The Oogieloves in the Big Balloon Adventure,0.046511627906976744,6253,[10751],112937,en,The Oogieloves in the Big Balloon Adventure,1.578,2012-08-29,The Oogieloves in the Big Balloon Adventure,2.6,9,2012-08-29
86,38,"Nov 2, 2018",Nobodyâs Fool,"$19,000,000","$31,713,110","$32,589,493",2018-11-02,2018,Nobodyâs Fool,Nobody's Fool,0.2,24064,"[35, 18, 10749]",514619,en,Nobody's Fool,12.276,2018-11-02,Nobody's Fool,5.9,96,2018-11-02
87,55,"Mar 8, 2016",Out of the Inferno,"$19,000,000",$0,$0,2016-03-08,2016,Out of the Inferno,Into the Inferno,0.2222222222222222,17994,[99],360029,en,Into the Inferno,5.632000000000001,2016-09-07,Into the Inferno,7.0,74,2016-09-07
88,37,"Sep 27, 2013",Metallica Through the Never,"$18,000,000","$3,419,967","$9,082,906",2013-09-27,2013,Metallica Through the Never,Metallica: Through the Never,0.03571428571428571,8190,[10402],193613,en,Metallica: Through the Never,7.295,2013-09-27,Metallica: Through the Never,6.6,130,2013-09-27
89,40,"Mar 17, 2017",T2: Trainspotting,"$18,000,000","$2,402,004","$42,091,262",2017-03-17,2017,T2: Trainspotting,T2 Trainspotting,0.058823529411764705,20809,"[80, 18]",180863,en,T2 Trainspotting,11.001,2017-03-17,T2 Trainspotting,7.0,1741,2017-03-17
90,69,"Aug 13, 2014",Letâs Be Cops,"$17,000,000","$82,390,774","$136,890,774",2014-08-13,2014,Letâs Be Cops,Let's Be Cops,0.2,11060,[35],193893,en,Let's Be Cops,18.395,2014-08-13,Let's Be Cops,6.3,1693,2014-08-13
91,49,"Jun 13, 2018",Superfly,"$16,000,000","$20,537,137","$20,723,581",2018-06-13,2018,Superfly,SuperFly,0.125,24075,"[28, 80]",500475,en,SuperFly,12.046,2018-06-13,SuperFly,6.5,130,2018-06-13
92,76,"Oct 1, 2014","Men, Women and Children","$16,000,000","$705,908","$1,685,403",2014-10-01,2014,"Men, Women and Children","Men, Women & Children",0.13043478260869565,11249,"[18, 35]",243684,en,"Men, Women & Children",8.658,2014-10-17,"Men, Women & Children",6.5,518,2014-10-17
93,97,"Nov 26, 2010",The Kingâs Speech,"$15,000,000","$138,797,449","$430,821,168",2010-11-26,2010,The Kingâs Speech,The King's Speech,0.15789473684210525,25,"[18, 36]",45269,en,The King's Speech,16.798,2010-09-06,The King's Speech,7.7,5013,2010-09-06
94,56,"Oct 10, 2014",AutÃ³mata,"$15,000,000",$0,"$6,775,458",2014-10-10,2014,AutÃ³mata,Automata,0.2222222222222222,11079,"[53, 878]",262543,en,Autómata,15.5,2014-10-10,Automata,5.6,958,2014-10-10
95,70,"Mar 1, 2013",21 and Over,"$13,000,000","$25,682,380","$42,195,766",2013-03-01,2013,21 and Over,21 & Over,0.2727272727272727,8027,[35],107811,en,21 & Over,9.749,2013-03-01,21 & Over,5.7,1020,2013-03-01
96,95,"Dec 7, 2018",Ben is Back,"$13,000,000","$3,703,182","$9,633,111",2018-12-07,2018,Ben is Back,Ben Is Back,0.09090909090909091,23929,[18],492452,en,Ben Is Back,17.273,2018-12-07,Ben Is Back,6.7,254,2018-12-07
97,10,"Dec 23, 2011",In The Land of Blood and Honey,"$13,000,000","$303,877","$509,193",2011-12-23,2011,In The Land of Blood and Honey,In the Land of Blood and Honey,0.03333333333333333,2991,"[18, 10749, 10752]",79777,en,In the Land of Blood and Honey,5.099,2011-12-23,In the Land of Blood and Honey,6.1,83,2011-12-23
98,57,"Sep 23, 2016",The Dressmaker,"$11,900,000","$2,022,115","$24,041,617",2016-09-23,2016,The Dressmaker,The Dresser,0.21428571428571427,18141,[18],364902,en,The Dresser,4.032,2016-05-30,The Dresser,6.5,33,2016-05-30
99,39,"Aug 26, 2016",Donât Breathe,"$10,000,000","$89,217,875","$158,973,685",2016-08-26,2016,Donât Breathe,Don't Breathe,0.2,17501,"[80, 27, 53]",300669,en,Don't Breathe,12.140999999999998,2016-08-26,Don't Breathe,6.9,3662,2016-08-26
100,51,"Jun 5, 2015",Insidious Chapter 3,"$10,000,000","$52,218,558","$120,453,155",2015-06-05,2015,Insidious Chapter 3,Insidious: Chapter 3,0.05,14201,"[18, 27, 53]",280092,en,Insidious: Chapter 3,19.859,2015-06-05,Insidious: Chapter 3,6.2,1886,2015-06-05
101,84,"Jul 27, 2018",Teen Titans Go! To The Movies,"$10,000,000","$29,790,236","$51,620,593",2018-07-27,2018,Teen Titans Go! To The Movies,Teen Titans Go! To the Movies,0.034482758620689655,23946,"[16, 28, 35, 878]",474395,en,Teen Titans Go! To the Movies,16.523,2018-07-27,Teen Titans Go! To the Movies,7.0,304,2018-07-27
102,88,"Aug 30, 2013",One Direction: This is Us,"$10,000,000","$28,873,374","$68,541,786",2013-08-30,2013,One Direction: This is Us,One Direction: This Is Us,0.04,8065,"[99, 10402]",164558,en,One Direction: This Is Us,9.005,2013-08-30,One Direction: This Is Us,8.1,370,2013-08-30
103,69,"Mar 30, 2016",Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126",2016-03-30,2016,Everybody Wants Some,Everybody Wants Some!!,0.09090909090909091,17835,[35],295699,en,Everybody Wants Some!!,6.8389999999999995,2016-03-30,Everybody Wants Some!!,6.4,681,2016-03-30
104,11,"May 3, 2013","Cinco de Mayo, La Batalla","$10,000,000","$173,472","$173,472",2013-05-03,2013,"Cinco de Mayo, La Batalla",Cinco de Mayo: La Batalla,0.04,10522,"[10752, 36, 18]",184374,es,Cinco de Mayo: La Batalla,0.6,2013-05-03,Cinco de Mayo: La Batalla,5.9,16,2013-05-03
105,46,"Feb 7, 2014",Nurse 3D,"$10,000,000",$0,$0,2014-02-07,2014,Nurse 3D,Nurse 3-D,0.1111111111111111,11393,"[27, 53]",78383,en,Nurse 3-D,7.157,2014-02-07,Nurse 3-D,4.9,177,2014-02-07
106,90,"Aug 12, 2011",Glee: The 3D Concert Movie,"$9,000,000","$11,862,398","$17,462,398",2011-08-12,2011,Glee: The 3D Concert Movie,Glee: The Concert Movie,0.11538461538461539,2900,"[99, 10402, 10751]",67675,en,Glee: The Concert Movie,6.171,2011-08-12,Glee: The Concert Movie,7.2,140,2011-08-12
107,9,"May 14, 2010",Princess Kaiulani,"$9,000,000","$883,887","$883,887",2010-05-14,2010,Princess Kaiulani,Princess Ka'iulani,0.05555555555555555,428,[18],39806,en,Princess Ka'iulani,5.239,2010-05-14,Princess Ka'iulani,5.1,22,2010-05-14
108,15,"Feb 5, 2010",Red Riding: The Year of Our Lord 1974,"$9,000,000","$148,826","$148,826",2010-02-05,2010,Red Riding: The Year of Our Lord 1974,Red Riding: In the Year of Our Lord 1974,0.1,317,"[53, 9648, 80, 18]",291081,en,Red Riding: In the Year of Our Lord 1974,6.871,2010-02-05,Red Riding: In the Year of Our Lord 1974,6.8,99,2010-02-05
109,15,"Feb 5, 2010",Red Riding: The Year of Our Lord 1974,"$9,000,000","$148,826","$148,826",2010-02-05,2010,Red Riding: The Year of Our Lord 1974,Red Riding: In the Year of Our Lord 1983,0.15,350,"[53, 80, 18, 9648]",291092,en,Red Riding: In the Year of Our Lord 1983,6.422999999999999,2010-02-05,Red Riding: In the Year of Our Lord 1983,7.0,70,2010-02-05
110,15,"Feb 5, 2010",Red Riding: The Year of Our Lord 1974,"$9,000,000","$148,826","$148,826",2010-02-05,2010,Red Riding: The Year of Our Lord 1974,Red Riding: In the Year of Our Lord 1980,0.15,410,"[53, 80, 18, 9648]",291084,en,Red Riding: In the Year of Our Lord 1980,5.499,2010-02-05,Red Riding: In the Year of Our Lord 1980,7.1,73,2010-02-05
111,23,"Feb 1, 2013",A Haunting in Connecticut 2: The Ghosts of Georgia,"$9,000,000",$0,$0,2013-02-01,2013,A Haunting in Connecticut 2: The Ghosts of Georgia,The Haunting in Connecticut 2: Ghosts of Georgia,0.14,8026,"[27, 18, 53]",150202,en,The Haunting in Connecticut 2: Ghosts of Georgia,9.753,2013-02-01,The Haunting in Connecticut 2: Ghosts of Georgia,5.7,272,2013-02-01
112,43,"Oct 18, 2013",All is Lost,"$8,500,000","$6,263,670","$10,386,814",2013-10-18,2013,All is Lost,All Is Lost,0.09090909090909091,8023,"[28, 12, 18]",152747,en,All Is Lost,9.869,2013-10-18,All Is Lost,6.6,949,2013-10-18
113,52,"Feb 12, 2010",My Name is Khan,"$8,470,000","$4,046,336","$42,355,526",2010-02-12,2010,My Name is Khan,My Name Is Khan,0.06666666666666667,272,"[18, 10749]",26022,hi,My Name Is Khan,7.619,2010-02-12,My Name Is Khan,7.8,409,2010-02-12
114,41,"Apr 24, 2018",Backstabbing For Beginners,"$8,000,000",$0,"$343,773",2018-04-24,2018,Backstabbing For Beginners,Backstabbing for Beginners,0.038461538461538464,24026,"[53, 18, 36]",476678,en,Backstabbing for Beginners,13.292,2018-04-27,Backstabbing for Beginners,6.3,78,2018-04-27
115,82,"May 21, 2010",Perrierâs Bounty,"$6,600,000",$828,$828,2010-05-21,2010,Perrierâs Bounty,Perrier's Bounty,0.16666666666666666,666,"[28, 35, 80, 18]",41009,en,Perrier's Bounty,2.716,2010-05-22,Perrier's Bounty,5.8,35,2010-05-22
116,53,"Mar 16, 2012",Casa de mi Padre,"$6,000,000","$5,909,483","$8,446,952",2012-03-16,2012,Casa de mi Padre,Casa De Mi Padre,0.125,5415,"[35, 37]",80304,en,Casa De Mi Padre,7.691,2012-03-16,Casa De Mi Padre,5.2,154,2012-03-16
117,82,"Apr 2, 2010",The Greatest,"$6,000,000","$115,862","$117,796",2010-04-02,2010,The Greatest,The Graves,0.25,625,"[12, 27, 53]",34231,en,The Graves,2.9410000000000003,2010-01-29,The Graves,3.2,22,2010-01-29
118,3,"Oct 5, 2012",Trade of Innocents,"$5,800,000","$15,091","$15,091",2012-10-05,2012,Trade of Innocents,Trade Of Innocents,0.05555555555555555,5590,"[18, 53]",135595,en,Trade Of Innocents,5.882000000000001,2012-09-27,Trade Of Innocents,5.7,16,2012-09-27
119,43,"Feb 24, 2017",The Girl with all the Gifts,"$5,250,000",$0,"$4,801,837",2017-02-24,2017,The Girl with all the Gifts,The Girl with All the Gifts,0.037037037037037035,20733,"[18, 27, 53, 878]",375366,en,The Girl with All the Gifts,13.714,2017-02-24,The Girl with All the Gifts,6.4,982,2017-02-24
120,53,"Sep 13, 2013",Insidious Chapter 2,"$5,000,000","$83,586,447","$161,921,515",2013-09-13,2013,Insidious Chapter 2,Insidious: Chapter 2,0.05,7939,"[27, 53]",91586,en,Insidious: Chapter 2,14.283,2013-09-13,Insidious: Chapter 2,6.6,2279,2013-09-13
121,85,"Apr 1, 2016",Godâs Not Dead 2,"$5,000,000","$20,773,069","$23,551,286",2016-04-01,2016,Godâs Not Dead 2,God's Not Dead 2,0.16666666666666666,17869,[18],347126,en,God's Not Dead 2,6.6,2016-04-01,God's Not Dead 2,5.8,189,2016-04-01
122,8,"Jul 15, 2016",Hillaryâs America: The Secret History of the Democratic Party,"$5,000,000","$13,099,931","$13,099,931",2016-07-15,2016,Hillaryâs America: The Secret History of the Democratic Party,Hillary's America: The Secret History of the Democratic Party,0.047619047619047616,18648,"[36, 99]",391995,en,Hillary's America: The Secret History of the Democratic Party,1.811,2016-07-15,Hillary's America: The Secret History of the Democratic Party,6.3,40,2016-07-15
123,20,"May 9, 2014",Momsâ Night Out,"$5,000,000","$10,429,707","$10,537,341",2014-05-09,2014,Momsâ Night Out,Moms' Night Out,0.17647058823529413,11546,[35],252680,en,Moms' Night Out,5.93,2014-05-09,Moms' Night Out,5.7,175,2014-05-09
124,66,"Sep 26, 2014",Jimi: All is By My Side,"$5,000,000","$340,911","$927,074",2014-09-26,2014,Jimi: All is By My Side,Jimi: All Is by My Side,0.08695652173913043,11477,"[18, 10402]",192133,en,Jimi: All Is by My Side,6.461,2014-05-31,Jimi: All Is by My Side,5.5,96,2014-05-31
125,92,"Jan 27, 2015",Born of War,"$5,000,000",$0,$0,2015-01-27,2015,Born of War,Born Of War,0.09090909090909091,15638,"[28, 53, 10752]",299552,en,Born Of War,1.375,2015-01-27,Born Of War,4.3,9,2015-01-27
126,98,"Sep 25, 2015",Navy SEAL vs. Zombies,"$5,000,000",$0,$0,2015-09-25,2015,Navy SEAL vs. Zombies,Navy Seals vs. Zombies,0.18181818181818182,14768,"[27, 28]",361159,en,Navy Seals vs. Zombies,5.228,2015-10-08,Navy Seals vs. Zombies,4.0,65,2015-10-08
127,99,"Mar 15, 2016",The Hatching,"$5,000,000",$0,$0,2016-03-15,2016,The Hatching,The Itching,0.16666666666666666,20204,[16],379384,en,The Itching,0.6,2016-01-24,The Itching,6.7,3,2016-01-24
128,99,"Mar 15, 2016",The Hatching,"$5,000,000",$0,$0,2016-03-15,2016,The Hatching,The Witching,0.16666666666666666,18824,[27],424060,en,The Witching,1.413,2016-11-03,The Witching,3.5,8,2016-11-03
129,99,"Mar 15, 2016",The Hatching,"$5,000,000",$0,$0,2016-03-15,2016,The Hatching,The Hanging,0.25,18918,[99],491231,ru,The Hanging,1.3840000000000001,2016-05-01,The Hanging,8.0,1,2016-05-01
130,49,"Apr 9, 2010",After.Life,"$4,500,000","$108,596","$2,481,925",2010-04-09,2010,After.Life,After-Life,0.1,1354,[18],155711,en,After-Life,0.9940000000000001,2010-01-01,After-Life,5.5,20,2010-01-01
131,55,"Jun 25, 2013",Hansel & Gretel Get Baked,"$4,500,000",$0,$0,2013-06-25,2013,Hansel & Gretel Get Baked,Hansel and Gretel Get Baked,0.1111111111111111,8159,"[27, 35]",165864,en,Hansel and Gretel Get Baked,7.556,2013-02-19,Hansel and Gretel Get Baked,4.7,113,2013-02-19
132,56,"Nov 7, 2014",Fugly,"$4,500,000",$0,$0,2014-11-07,2014,Fugly,Fugly!,0.16666666666666666,12234,[35],299618,en,Fugly!,1.777,2014-11-05,Fugly!,5.1,7,2014-11-05
133,39,"Jan 30, 2015","Guten Tag, Ramon","$4,000,000","$154,356","$4,854,356",2015-01-30,2015,"Guten Tag, Ramon","Guten Tag, Ramón",0.0625,15377,[18],242575,en,"Guten Tag, Ramón",1.775,2015-01-30,"Guten Tag, Ramón",7.7,25,2015-01-30
134,65,"Jul 11, 2014",The Perfect Wave,"$4,000,000",$0,$0,2014-07-11,2014,The Perfect Wave,The Perfect 46,0.25,13067,"[878, 18]",320181,en,The Perfect 46,0.659,2014-10-28,The Perfect 46,8.0,2,2014-10-28
135,41,"Mar 3, 2015",To Write Love On Her Arms,"$3,400,000",$0,$0,2015-03-03,2015,To Write Love On Her Arms,To Write Love on Her Arms,0.04,14629,"[18, 10402]",75861,en,To Write Love on Her Arms,6.327999999999999,2015-03-13,To Write Love on Her Arms,6.8,66,2015-03-13
136,9,"Jul 22, 2016",Donât Think Twice,"$3,000,000","$4,417,983","$4,417,983",2016-07-22,2016,Donât Think Twice,Don't Think Twice,0.15789473684210525,17783,"[35, 18]",356298,en,Don't Think Twice,7.303999999999999,2016-07-22,Don't Think Twice,6.4,240,2016-07-22
137,66,"Jan 15, 2013",30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,"$3,000,000",$0,$0,2013-01-15,2013,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,0.046511627906976744,8645,[35],157058,en,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.967,2013-01-15,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,3.0,42,2013-01-15
138,13,"Jul 13, 2012",2016: Obamaâs America,"$2,500,000","$33,349,941","$33,349,941",2012-07-13,2012,2016: Obamaâs America,2016: Obama's America,0.13043478260869565,6127,[99],126509,en,2016: Obama's America,1.9140000000000001,2012-07-13,2016: Obama's America,4.4,28,2012-07-13
139,51,"Dec 31, 2014",Not Safe For Work,"$2,500,000",$0,$0,2014-12-31,2014,Not Safe For Work,Not Safe for Work,0.058823529411764705,11679,[53],256347,en,Not Safe for Work,4.48,2014-05-09,Not Safe for Work,5.2,64,2014-05-09
140,52,"May 13, 2011",Go For It!,"$2,450,000","$180,237","$182,358",2011-05-13,2011,Go For It!,Go for It!,0.1,3340,"[18, 10751]",61038,en,Go for It!,2.352,2011-05-13,Go for It!,6.0,10,2011-05-13
141,63,"Feb 3, 2017",Growing up Smith,"$2,000,000","$35,312","$35,312",2017-02-03,2017,Growing up Smith,Growing Up Smith,0.0625,15280,"[35, 10751, 18]",426469,en,Growing Up Smith,1.9809999999999999,2017-02-03,Growing Up Smith,7.0,16,2017-02-03
142,63,"Feb 3, 2017",Growing up Smith,"$2,000,000","$35,312","$35,312",2017-02-03,2017,Growing up Smith,Growing Up Smith,0.0625,21884,"[35, 10751, 18]",426469,en,Growing Up Smith,1.9809999999999999,2017-02-03,Growing Up Smith,7.0,16,2017-02-03
143,81,"Oct 21, 2016",Iâm Not Ashamed,"$1,500,000","$2,082,980","$2,082,980",2016-10-21,2016,Iâm Not Ashamed,I'm Not Ashamed,0.17647058823529413,17747,[18],409502,en,I'm Not Ashamed,7.6610000000000005,2016-10-21,I'm Not Ashamed,6.9,88,2016-10-21
144,6,"Sep 28, 2015","Me, You and Five Bucks","$1,500,000","$2,105","$2,105",2015-09-28,2015,"Me, You and Five Bucks",Me You and Five Bucks,0.045454545454545456,16234,"[10749, 35, 18]",361505,en,Me You and Five Bucks,0.691,2015-07-07,Me You and Five Bucks,7.7,3,2015-07-07
145,14,"Feb 13, 2015",Girlhouse,"$1,500,000",$0,$0,2015-02-13,2015,Girlhouse,GirlHouse,0.1111111111111111,14554,"[27, 53]",312791,en,GirlHouse,6.853,2015-02-14,GirlHouse,5.3,127,2015-02-14
146,45,"Jun 8, 2010",The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,"$1,300,000",$0,$0,2010-06-08,2010,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0.02531645569620253,579,[35],38570,en,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.264,2010-06-08,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.4,59,2010-06-08
147,90,"Mar 21, 2014",Godâs Not Dead,"$1,150,000","$60,755,732","$63,777,092",2014-03-21,2014,Godâs Not Dead,God's Not Dead,0.1875,11271,[18],249660,en,God's Not Dead,8.327,2014-03-21,God's Not Dead,6.1,503,2014-03-21
148,22,"Mar 11, 2016","Hello, My Name is Doris","$1,000,000","$14,444,999","$14,662,703",2016-03-11,2016,"Hello, My Name is Doris","Hello, My Name Is Doris",0.043478260869565216,14456,"[35, 18, 10749]",320588,en,"Hello, My Name Is Doris",7.8020000000000005,2016-03-11,"Hello, My Name Is Doris",6.4,265,2016-03-11
149,22,"Mar 11, 2016","Hello, My Name is Doris","$1,000,000","$14,444,999","$14,662,703",2016-03-11,2016,"Hello, My Name is Doris","Hello, My Name Is Doris",0.043478260869565216,17734,"[35, 18, 10749]",320588,en,"Hello, My Name Is Doris",7.8020000000000005,2016-03-11,"Hello, My Name Is Doris",6.4,265,2016-03-11
150,37,"Jun 14, 2013",20 Feet From Stardom,"$1,000,000","$4,946,250","$5,892,466",2013-06-14,2013,20 Feet From Stardom,20 Feet from Stardom,0.05,8127,"[99, 10402]",159014,en,20 Feet from Stardom,7.8660000000000005,2013-06-14,20 Feet from Stardom,7.4,127,2013-06-14
151,24,"Oct 27, 2015",The Horror Network,"$1,000,000",$0,$0,2015-10-27,2015,The Horror Network,The Horror Network Vol. 1,0.28,16230,[27],323270,en,The Horror Network Vol. 1,0.6920000000000001,2015-10-27,The Horror Network Vol. 1,5.0,3,2015-10-27
152,48,"Aug 31, 2012","For a Good Time, Call","$850,000","$1,251,749","$1,386,088",2012-08-31,2012,"For a Good Time, Call","For a Good Time, Call...",0.125,5360,"[35, 18]",84200,en,"For a Good Time, Call...",8.686,2012-08-31,"For a Good Time, Call...",5.8,167,2012-08-31
153,54,"Aug 3, 2012",Celeste and Jesse Forever,"$840,000","$3,103,407","$3,787,689",2012-08-03,2012,Celeste and Jesse Forever,Celeste & Jesse Forever,0.12,5451,"[35, 18, 10749]",84184,en,Celeste & Jesse Forever,7.285,2012-08-03,Celeste & Jesse Forever,6.5,245,2012-08-03
154,2,"Dec 31, 2014",Rise Of the Entrepreneur - The Search For A Better Way,"$450,000",$0,$0,2014-12-31,2014,Rise Of the Entrepreneur - The Search For A Better Way,Rise of the Entrepreneur: The Search for a Better Way,0.09259259259259259,13413,[],328307,en,Rise of the Entrepreneur: The Search for a Better Way,0.6,2014-11-20,Rise of the Entrepreneur: The Search for a Better Way,8.0,1,2014-11-20
155,60,"Apr 17, 2015",Antarctic Edge: 70Âº South,"$150,000","$7,193","$7,193",2015-04-17,2015,Antarctic Edge: 70Âº South,Antarctic Edge: 70° South,0.07692307692307693,16848,[99],335244,en,Antarctic Edge: 70° South,0.6,2015-04-17,Antarctic Edge: 70° South,7.0,1,2015-04-17
156,90,"Jun 19, 2014",The Past is a Grotesque Animal,"$100,000","$20,056","$20,056",2014-06-19,2014,The Past is a Grotesque Animal,The Past Is a Grotesque Animal,0.03333333333333333,13812,"[99, 10402]",268917,en,The Past Is a Grotesque Animal,0.6,2014-06-15,The Past Is a Grotesque Animal,5.5,2,2014-06-15
157,93,"Dec 31, 2014","Dude, Where's My Dog","$100,000",$0,$0,2014-12-31,2014,"Dude, Where's My Dog",Dude Where's My Dog?,0.1,13594,[10751],272726,en,Dude Where's My Dog?,0.6,2014-06-12,Dude Where's My Dog?,7.0,1,2014-06-12
158,57,"Apr 21, 2015",The Front Man,"$20,000",$0,$0,2015-04-21,2015,The Front Man,The Orange Man,0.2857142857142857,17291,[27],378983,en,The Orange Man,0.6,2015-02-13,The Orange Man,3.0,1,2015-02-13
159,57,"Apr 21, 2015",The Front Man,"$20,000",$0,$0,2015-04-21,2015,The Front Man,The Strongest Man,0.29411764705882354,16923,[35],309030,en,The Strongest Man,0.6,2015-01-24,The Strongest Man,6.3,3,2015-01-24
